,Year,Competition,Round,Rank,Name,Result
0,2025,IFSC World Cup Wujiang,S,1,Sorato Anraku,49+
1,2025,IFSC World Cup Wujiang,S,1,Alberto Ginés López,49+
2,2025,IFSC World Cup Wujiang,S,3,Filip Schenk,49+
3,2025,IFSC World Cup Wujiang,S,4,Neo Suzuki,47+
4,2025,IFSC World Cup Wujiang,S,4,Satone Yoshida,47+
5,2025,IFSC World Cup Wujiang,S,6,Yufei Pan,47+
6,2025,IFSC World Cup Wujiang,S,7,Luka Potocar,46
7,2025,IFSC World Cup Wujiang,S,8,Yannick Flohé,45
8,2025,IFSC World Cup Wujiang,S,9,Jonas Utelli,42+
9,2025,IFSC World Cup Wujiang,S,10,Hannes Van Duysen,41+
10,2025,IFSC World Cup Wujiang,S,11,Taisei Homma,41+
11,2025,IFSC World Cup Wujiang,S,12,Giovanni Placci,41+
12,2025,IFSC World Cup Wujiang,S,13,Jesse Grupper,41+
13,2025,IFSC World Cup Wujiang,S,14,Shion Omata,41+
14,2025,IFSC World Cup Wujiang,S,15,Toby Roberts,41
15,2025,IFSC World Cup Wujiang,S,16,Dohyun Lee,41
16,2025,IFSC World Cup Wujiang,S,17,Sascha Lehmann,41
17,2025,IFSC World Cup Wujiang,S,18,Max Bertone,40+
18,2025,IFSC World Cup Wujiang,S,19,Giorgio Tomatis,40+
19,2025,IFSC World Cup Wujiang,S,20,Sam Avezou,40
20,2025,IFSC World Cup Wujiang,S,21,Hiroto Shimizu,40
21,2025,IFSC World Cup Wujiang,S,22,Yannick Nagel,36+
22,2025,IFSC World Cup Wujiang,S,23,Joonha Shin,29+
23,2025,IFSC World Cup Wujiang,S,24,Nino Grünenfelder,28
24,2025,IFSC World Cup Bali,S,1,Satone Yoshida,36+
25,2025,IFSC World Cup Bali,S,2,Yannick Flohé,35+
26,2025,IFSC World Cup Bali,S,3,Alberto Ginés López,33+
27,2025,IFSC World Cup Bali,S,4,Neo Suzuki,33+
28,2025,IFSC World Cup Bali,S,5,Dohyun Lee,33+
29,2025,IFSC World Cup Bali,S,6,Shion Omata,33+
30,2025,IFSC World Cup Bali,S,7,Muhammad Rizky Syahrafli Simatupang,33+
31,2025,IFSC World Cup Bali,S,8,Max Bertone,31+
32,2025,IFSC World Cup Bali,S,9,Filip Schenk,31+
33,2025,IFSC World Cup Bali,S,10,Taisei Homma,30
34,2025,IFSC World Cup Bali,S,11,Hiroto Shimizu,30
35,2025,IFSC World Cup Bali,S,12,Hyunseung Noh,30
36,2025,IFSC World Cup Bali,S,13,Jesse Grupper,28+
37,2025,IFSC World Cup Bali,S,14,Giovanni Placci,25+
38,2025,IFSC World Cup Bali,S,15,Sascha Lehmann,25
39,2025,IFSC World Cup Bali,S,16,Sorato Anraku,24+
40,2025,IFSC World Cup Bali,S,17,Putra Tri Ramadani,24+
41,2025,IFSC World Cup Bali,S,18,Raviandi Ramadhan,24+
42,2025,IFSC World Cup Bali,S,19,Victor Guillermin,24+
43,2025,IFSC World Cup Bali,S,20,Ties Vancraeynest,24+
44,2025,IFSC World Cup Bali,S,21,Jonas Utelli,24
45,2025,IFSC World Cup Bali,S,22,Martin Stranik,24
46,2025,IFSC World Cup Bali,S,23,Nino Grünenfelder,21
47,2025,IFSC World Cup Bali,S,24,Sebastian Halenke,17+
48,2025,IFSC World Cup Innsbruck,S,1,Neo Suzuki,TOP
49,2025,IFSC World Cup Innsbruck,S,2,Toby Roberts,50+
50,2025,IFSC World Cup Innsbruck,S,3,Jesse Grupper,50+
51,2025,IFSC World Cup Innsbruck,S,4,Max Bertone,50
52,2025,IFSC World Cup Innsbruck,S,5,Alberto Ginés López,49+
53,2025,IFSC World Cup Innsbruck,S,6,Satone Yoshida,46+
54,2025,IFSC World Cup Innsbruck,S,7,Dohyun Lee,45+
55,2025,IFSC World Cup Innsbruck,S,8,Yannick Flohé,45+
56,2025,IFSC World Cup Innsbruck,S,9,Sorato Anraku,45
57,2025,IFSC World Cup Innsbruck,S,10,Sam Avezou,44+
58,2025,IFSC World Cup Innsbruck,S,11,Luka Potocar,43
59,2025,IFSC World Cup Innsbruck,S,12,Muhammad Rizky Syahrafli Simatupang,42
60,2025,IFSC World Cup Innsbruck,S,13,Giovanni Placci,41
61,2025,IFSC World Cup Innsbruck,S,14,Zento Murashita,40+
62,2025,IFSC World Cup Innsbruck,S,15,Yannick Nagel,39+
63,2025,IFSC World Cup Innsbruck,S,16,Putra Tri Ramadani,38+
64,2025,IFSC World Cup Innsbruck,S,17,Jules Marchaland,38+
65,2025,IFSC World Cup Innsbruck,S,18,Hannes Van Duysen,37
66,2025,IFSC World Cup Innsbruck,S,19,Jakub Konecny,35+
67,2025,IFSC World Cup Innsbruck,S,20,Jonas Utelli,35
68,2025,IFSC World Cup Innsbruck,S,21,Alexander Megos,32+
69,2025,IFSC World Cup Innsbruck,S,22,Martin Stranik,32+
70,2025,IFSC World Cup Innsbruck,S,23,Victor Guillermin,31+
71,2025,IFSC World Cup Innsbruck,S,24,Sascha Lehmann,18+
72,2025,IFSC World Cup Chamonix,S,1,Alberto Ginés López,39
73,2025,IFSC World Cup Chamonix,S,2,Sorato Anraku,37+
74,2025,IFSC World Cup Chamonix,S,3,Shion Omata,37+
75,2025,IFSC World Cup Chamonix,S,4,Colin Duffy,37+
76,2025,IFSC World Cup Chamonix,S,5,Filip Schenk,37+
77,2025,IFSC World Cup Chamonix,S,6,Luka Potocar,37
78,2025,IFSC World Cup Chamonix,S,7,Jonas Utelli,37
79,2025,IFSC World Cup Chamonix,S,8,Satone Yoshida,36+
80,2025,IFSC World Cup Chamonix,S,9,Dohyun Lee,36+
81,2025,IFSC World Cup Chamonix,S,10,Yannick Flohé,36+
82,2025,IFSC World Cup Chamonix,S,11,Stefano Ghisolfi,36+
83,2025,IFSC World Cup Chamonix,S,12,Martin Stranik,36
84,2025,IFSC World Cup Chamonix,S,13,Hannes Van Duysen,35+
85,2025,IFSC World Cup Chamonix,S,14,Jesse Grupper,33
86,2025,IFSC World Cup Chamonix,S,15,Hyunseung Noh,31+
87,2025,IFSC World Cup Chamonix,S,16,Sam Avezou,30+
88,2025,IFSC World Cup Chamonix,S,17,Alexander Megos,30+
89,2025,IFSC World Cup Chamonix,S,18,Yannick Nagel,30+
90,2025,IFSC World Cup Chamonix,S,19,Max Bertone,30+
91,2025,IFSC World Cup Chamonix,S,20,Toby Roberts,28+
92,2025,IFSC World Cup Chamonix,S,21,Neo Suzuki,26+
93,2025,IFSC World Cup Chamonix,S,22,Giovanni Placci,26+
94,2025,IFSC World Cup Chamonix,S,23,Yufei Pan,26+
95,2025,IFSC World Cup Chamonix,S,24,Guillermo Peinado Franganillo,26+
96,2025,IFSC World Cup Comunidad de Madrid,S,1,Satone Yoshida,47+
97,2025,IFSC World Cup Comunidad de Madrid,S,2,Alberto Ginés López,46+
98,2025,IFSC World Cup Comunidad de Madrid,S,2,Neo Suzuki,46+
99,2025,IFSC World Cup Comunidad de Madrid,S,4,Sorato Anraku,45+
100,2025,IFSC World Cup Comunidad de Madrid,S,5,Shion Omata,45+
101,2025,IFSC World Cup Comunidad de Madrid,S,6,Dohyun Lee,45+
102,2025,IFSC World Cup Comunidad de Madrid,S,7,Colin Duffy,43+
103,2025,IFSC World Cup Comunidad de Madrid,S,8,Jakub Konecny,43+
104,2025,IFSC World Cup Comunidad de Madrid,S,9,Jesse Grupper,43
105,2025,IFSC World Cup Comunidad de Madrid,S,10,Toby Roberts,42+
106,2025,IFSC World Cup Comunidad de Madrid,S,11,Giovanni Placci,42+
107,2025,IFSC World Cup Comunidad de Madrid,S,12,Filip Schenk,42+
108,2025,IFSC World Cup Comunidad de Madrid,S,13,Luka Potocar,42+
109,2025,IFSC World Cup Comunidad de Madrid,S,14,Max Bertone,42+
110,2025,IFSC World Cup Comunidad de Madrid,S,15,Jonas Utelli,42+
111,2025,IFSC World Cup Comunidad de Madrid,S,16,Putra Tri Ramadani,40+
112,2025,IFSC World Cup Comunidad de Madrid,S,17,Zento Murashita,39+
113,2025,IFSC World Cup Comunidad de Madrid,S,18,Yannick Flohé,39
114,2025,IFSC World Cup Comunidad de Madrid,S,19,Younès Aubert Masmoudi,39
115,2025,IFSC World Cup Comunidad de Madrid,S,20,Guillermo Peinado Franganillo,38+
116,2025,IFSC World Cup Comunidad de Madrid,S,21,Hannes Van Duysen,38+
117,2025,IFSC World Cup Comunidad de Madrid,S,22,Yufei Pan,38+
118,2025,IFSC World Cup Comunidad de Madrid,S,23,Hyunseung Noh,37
119,2025,IFSC World Cup Comunidad de Madrid,S,24,Yannick Nagel,34
120,2025,IFSC World Cup Koper,S,1,Sorato Anraku,41+
121,2025,IFSC World Cup Koper,S,2,Toby Roberts,40+
122,2025,IFSC World Cup Koper,S,3,Alberto Ginés López,40+
123,2025,IFSC World Cup Koper,S,4,Putra Tri Ramadani,40
124,2025,IFSC World Cup Koper,S,5,Jakob Schubert,39
125,2025,IFSC World Cup Koper,S,6,Neo Suzuki,38+
126,2025,IFSC World Cup Koper,S,7,Satone Yoshida,38
127,2025,IFSC World Cup Koper,S,8,Adam Ondra,37
128,2025,IFSC World Cup Koper,S,9,Yannick Flohé,36+
129,2025,IFSC World Cup Koper,S,10,Dohyun Lee,33+
130,2025,IFSC World Cup Koper,S,11,Filip Schenk,33+
131,2025,IFSC World Cup Koper,S,12,Ao Yurikusa,30+
132,2025,IFSC World Cup Koper,S,13,Max Bertone,28+
133,2025,IFSC World Cup Koper,S,14,Stefano Ghisolfi,28+
134,2025,IFSC World Cup Koper,S,15,Giovanni Placci,27+
135,2025,IFSC World Cup Koper,S,16,Jakub Konecny,27+
136,2025,IFSC World Cup Koper,S,17,Sam Avezou,27
137,2025,IFSC World Cup Koper,S,18,Shion Omata,27
138,2025,IFSC World Cup Koper,S,19,Luka Potocar,26+
139,2025,IFSC World Cup Koper,S,20,Jonas Utelli,26+
140,2025,IFSC World Cup Koper,S,21,Ties Vancraeynest,26+
141,2025,IFSC World Cup Koper,S,22,Kibeom Kwon,26+
142,2025,IFSC World Cup Koper,S,23,Hyunseung Noh,26+
143,2025,IFSC World Cup Koper,S,24,Nino Grünenfelder,23+
144,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,1,Tomoa Narasaki,37+
145,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,2,Domen Skofic,36+
146,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,3,Sascha Lehmann,36+
147,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,4,Yuki Hada,36+
148,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,5,Kokoro Fujii,33+
149,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,6,Yufei Pan,32
150,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,7,Alexander Megos,31+
151,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,8,Meichi Narasaki,31+
152,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,9,Martin Stranik,31+
153,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,10,Hanwool Kim,30
154,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,11,Stefano Ghisolfi,29+
155,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,12,Luka Potocar,29+
156,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,13,Rei Sugimoto,29
157,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,14,Jakob Schubert,27+
158,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,15,Martin Bergant,26+
159,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,16,Marcello Bombardi,26+
160,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,17,Nicolas Collin,26+
161,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,18,Yannick Flohé,26
162,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,19,Kai Harada,26
163,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,20,William Bosi,26
164,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,21,Sean Mccoll,24+
165,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,22,Jesse Grupper,24+
166,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,23,Milan Preskar,24+
167,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,24,Dohyun Lee,18+
168,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,25,Thomas Joannes,17
169,2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,26,Alberto Ginés López,9+
170,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,1,Adam Ondra,44+
171,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,2,Alberto Ginés López,42+
172,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,3,Kai Harada,38+
173,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,4,William Bosi,38+
174,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,5,Jakob Schubert,36+
175,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,6,Sean Mccoll,36
176,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,7,Martin Stranik,35+
177,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,8,Alexander Megos,35
178,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,9,Alistair Duval,35
179,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,10,Yannick Flohé,34+
180,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,11,Kokoro Fujii,32+
181,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,12,Nathaniel Coleman,31+
182,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,13,Sascha Lehmann,29+
183,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,14,Jan Hojer,29+
184,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,15,Marcello Bombardi,29+
185,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,16,Yuki Hada,29
186,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,17,Rei Sugimoto,29
187,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,18,Martin Bergant,26+
188,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,19,Romain Desgranges,25+
189,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,20,Domen Skofic,25+
190,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,21,Taisei Homma,25+
191,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,22,Mikel Asier Linacisoro Molina,25+
192,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,23,Philipp Martin,25
193,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,24,Sean Bailey,25
194,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,25,Jongwon Chon,23+
195,2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA)",S,26,Stefano Ghisolfi,13+
196,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,1,Hiroto Shimizu,38+
197,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,1,Sean Bailey,38+
198,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,3,William Bosi,37+
199,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,4,Sean Mccoll,36+
200,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,5,Shuta Tanaka,34
201,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,6,Domen Skofic,32+
202,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,7,Marcello Bombardi,32+
203,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,8,Hidemasa Nishida,31+
204,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,9,Yufei Pan,31+
205,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,10,Romain Desgranges,31
206,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,11,Yannick Flohé,30+
207,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,12,Rudolph Ruana,27
208,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,13,Sascha Lehmann,22
209,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,14,Nathaniel Coleman,22
210,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,15,Stefano Ghisolfi,21+
211,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,16,Alexander Megos,21+
212,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,17,Nao Monchois,21+
213,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,18,Max Rudigier,21+
214,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,19,Matthias Schiestl,21+
215,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,20,Hanwool Kim,21+
216,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,21,Keita Dohi,21
217,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,22,Alberto Ginés López,18+
218,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,23,Dmitrii Fakirianov,18+
219,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,24,Mikel Asier Linacisoro Molina,11+
220,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,25,Hannes Puman,11
221,2019,IFSC Climbing Worldcup (L) - Briançon (FRA),S,26,Thomas Joannes,11
222,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,1,Adam Ondra,39+
223,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,2,Jakob Schubert,37+
224,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,3,Kai Harada,35+
225,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,4,Stefano Ghisolfi,30+
226,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,5,Martin Stranik,30+
227,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,6,Alberto Ginés López,29+
228,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,7,Kokoro Fujii,28+
229,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,8,Sean Mccoll,27+
230,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,9,Rei Sugimoto,27+
231,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,10,Dmitrii Fakirianov,26+
232,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,11,Fedir Samoilov,26+
233,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,12,Romain Desgranges,23+
234,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,13,Luka Potocar,23+
235,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,14,Sean Bailey,23
236,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,15,Martin Bergant,22+
237,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,16,Anze Peharc,22+
238,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,17,Yannick Flohé,22+
239,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,18,Marcello Bombardi,22
240,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,19,Hamish Mcarthur,19
241,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,20,Sebastian Halenke,18
242,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,21,Nao Monchois,17
243,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,22,Taisei Homma,13+
244,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,23,James Pope,13+
245,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,24,Jesse Grupper,13
246,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,25,Jakub Konecny,12+
247,2019,IFSC Climbing Worldcup (L) - Kranj (SLO),S,26,William Bosi,11
248,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,1,Fedir Samoilov,39
249,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,2,Sean Bailey,34+
250,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,3,Christoph Hanke,34+
251,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,4,Jan Hojer,34+
252,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,5,Jorg Verhoeven,34
253,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,6,Romain Desgranges,34
254,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,7,Yuki Hada,34
255,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,8,Domen Skofic,34
256,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,9,Hannes Puman,34
257,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,10,Keiichiro Korenaga,34
258,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,11,Stefano Ghisolfi,33+
259,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,12,Kokoro Fujii,33+
260,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,13,Jakub Konecny,33+
261,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,14,Thomas Joannes,33
262,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,15,Sebastian Halenke,33
263,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,16,Yuval Shemla,32
264,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,17,Aleksey Rubtsov,30+
265,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,18,Marcello Bombardi,30+
266,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,19,Nicolas Collin,25+
267,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,20,Vladislav Shevchenko,25+
268,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,21,Loïc Timmermans,25+
269,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,22,Francesco Vettorata,25+
270,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,23,Martin Tekles,25+
271,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,24,Javier Cano Blazquez,25+
272,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,25,Nao Monchois,22
273,2017,"IFSC Climbing Worldcup (L,S) - Villars (SUI)",S,26,David Firnenburg,21
274,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,1,Stefano Ghisolfi,37+
275,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,2,Marcello Bombardi,36+
276,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,2,Keiichiro Korenaga,36+
277,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,2,Loïc Timmermans,36+
278,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,5,Yuki Hada,34+
279,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,5,Sean Mccoll,34+
280,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,5,Yuval Shemla,34+
281,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,8,Romain Desgranges,33+
282,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,9,Kokoro Fujii,32
283,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,9,Francesco Vettorata,32
284,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,11,Jan Hojer,30
285,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,12,Hannes Puman,26+
286,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,13,Piotr Schab,24
287,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,13,Domen Skofic,24
288,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,15,Christoph Hanke,24
289,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,16,Sean Bailey,23+
290,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,16,Javier Cano Blazquez,23+
291,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,16,David Firnenburg,23+
292,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,16,Hanwool Kim,23+
293,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,16,Jorg Verhoeven,23+
294,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,21,Charli Blein,23+
295,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,22,Sebastian Halenke,23
296,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,23,Nao Monchois,20+
297,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,24,Ramón Julian  Puigblanque,19+
298,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,25,Masahiro Higuchi,13+
299,2017,IFSC Climbing Worldcup (L) - Chamonix (FRA),S,26,Fedir Samoilov,2+
300,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,1,Romain Desgranges,36+
301,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,2,Sebastian Halenke,36+
302,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,3,Masahiro Higuchi,36+
303,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,4,Marcello Bombardi,36+
304,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,5,Sean Bailey,36+
305,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,6,Naoki Shimatani,36
306,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,7,Sean Mccoll,35+
307,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,8,Stefano Ghisolfi,35+
308,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,9,Domen Skofic,35+
309,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,10,Keiichiro Korenaga,35+
310,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,11,Sam Avezou,35
311,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,12,Max Rudigier,34+
312,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,13,Hanwool Kim,33+
313,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,14,Francesco Vettorata,33+
314,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,15,Loïc Timmermans,33+
315,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,16,James Pope,33
316,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,17,Hannes Puman,33
317,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,18,Jakub Konecny,32.5
318,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,19,Thomas Joannes,30+
319,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,20,Christoph Hanke,29
320,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,21,Aleksey Rubtsov,29
321,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,22,Filip Schenk,28+
322,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,23,Matthias Schiestl,27+
323,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,24,Martin Tekles,23+
324,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,25,Elan Jonasmcrae,23+
325,2017,IFSC Climbing Worldcup (L) - Briançon (FRA),S,26,Théo Ravanello,23+
