,Year,Competition,Round,Rank,Name,Result
1683,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,5,Ramón Julian  Puigblanque,Top
1684,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,6,Thomas Tauporn,37-
1685,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,7,Hyunbin Min,37-
1686,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,8,Klemen Becan,34+
1687,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,8,Dmitrii Fakirianov,34+
1688,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,10,Romain Desgranges,33+
1689,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,11,Gautier Supper,32-
1690,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,12,Mikhail Chernikov,31
1691,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,13,Domen Skofic,31-
1692,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,14,Thomas Ballet,31-
1693,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,15,Masaki Shibata,31-
1694,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,16,Eduard Marin Garcia,31-
1695,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,17,Victor Esteller Ocaña,31-
1696,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,18,Mario Lechner,30-
1697,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,19,Magnus Midtboe,29-
1698,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,20,Mykhaylo Shalagin,28-
1699,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,21,Jabee Kim,27+
1700,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,22,Marco Antonio Jubes Angarita,27
1701,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,23,Shinta Ozawa,26+
1702,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,24,Daisuke Konishi,23-
1703,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,25,Mikhail Kochetkov ,20+
1704,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,26,Daniel Moreno De Los Huerto,19
1705,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,27,Santiago De Alba Flores,15
1706,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,1,Ramón Julian,Top
1707,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,1,,Top
1708,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,3,,38-
1709,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,4,Patxi,37+
1710,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,5,,36-
1711,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,6,,35-
1712,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,7,,34-
1713,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,7,,34-
1714,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,7,,34-
1715,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,10,,33-
1716,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,10,,33-
1717,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,12,,33-
1718,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,13,,32-
1719,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,14,,31+
1720,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,15,,31-
1721,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,15,,31-
1722,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,17,,31-
1723,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,18,,30.5+
1724,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,19,,30.5
1725,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,20,,30.5
1726,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,21,,30.5
1727,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,22,,23-
1728,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,23,,19-
1729,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,24,,18-
1730,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,25,,16-
1731,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,26,,16-
1732,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,1,Ramón Julian  Puigblanque,46-
1733,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,2,Sachi Amma,41-
1734,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,3,Adam Ondra,40+
1735,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,4,David Lama,40+
1736,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,5,Jakob Schubert,40
1737,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,6,Patxi Usobiaga Lakunza,40-
1738,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,7,Romain Desgranges,40-
1739,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,8,Sangwon Son,39-
1740,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,8,Hyunbin Min,39-
1741,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,10,Manuel Romain,39-
1742,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,11,Jorg Verhoeven,39-
1743,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,12,Tatsumi Nitta,38
1744,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,13,Jihwan Park,33
1745,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,14,Akito Matsushima,33
1746,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,15,Thomas Tauporn,33
1747,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,16,Gautier Supper,33
1748,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,17,Hiroki Tsunoda,28
1749,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,18,Ivan Kaurov,28
1750,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,19,Kazuma Watanabe,28-
1751,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,20,Masahiro Higuchi,28-
1752,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,21,Mario Lechner,25+
1753,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,22,Sakae Nakahara,25
1754,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,23,Seolbin Sim,25
1755,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,24,Kazutoshi Ogata,25
1756,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,25,Changhyon Lee,12
1757,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",S,26,Jaha Kim,6-
1758,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,1,Ramón Julian  Puigblanque,Top
1759,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,2,Adam Ondra,46
1760,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,3,Jakob Schubert,43-
1761,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,4,David Lama,43-
1762,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,5,Sachi Amma,40+
1763,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,6,Patxi Usobiaga Lakunza,39+
1764,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,7,Klemen Becan,39
1765,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,8,Gautier Supper,38
1766,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,9,Thomas Tauporn,38-
1767,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,10,Jorg Verhoeven,36+
1768,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,11,Max Rudigier,34
1769,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,12,Stefano Ghisolfi,33.5-
1770,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,13,Jaha Kim,30+
1771,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,14,Fabrice Landry,30-
1772,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,15,Sangwon Son,25-
1773,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,16,Thomas Ballet,25-
1774,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,17,Mikhail Chernikov,22
1775,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,18,Yuriy Dzyubyak,22
1776,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,19,Jan Hojer,22
1777,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,20,Mario Lechner,21
1778,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,21,Romain Desgranges,21-
1779,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,22,Jure Becan,18-
1780,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,23,Victor Esteller Ocaña,18-
1781,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,24,Daniel Moreno De Los Huerto,18-
1782,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,25,Jurgen Lis,18-
1783,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),S,26,Truong Ngo,15+
1784,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,1,Ramón Julian  Puigblanque,35+
1785,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,2,Jakob Schubert,33-
1786,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,3,Adam Ondra,30-
1787,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,4,David Lama,29-
1788,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,5,Manuel Romain,28+
1789,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,6,Thomas Tauporn,28
1790,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,6,Akito Matsushima,28
1791,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,8,Sachi Amma,28-
1792,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,9,Patxi Usobiaga Lakunza,27+
1793,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,10,Gautier Supper,27-
1794,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,11,Jaha Kim,26+
1795,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,12,Mikhail Chernikov,25-
1796,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,12,Hyunbin Min,25-
1797,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,14,Romain Desgranges,25-
1798,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,15,Sangwon Son,21-
1799,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,15,Kazuma Watanabe,21-
1800,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,17,Jiacuo Suolang,21-
1801,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,18,Gholamali Baratzadeh,21-
1802,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,19,Tatsumi Nitta,20
1803,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,20,Davoud Rekabi,19
1804,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,21,Zida Ma,19-
1805,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,22,Haibin Qu,18+
1806,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,23,Kuei Chi Peng,17-
1807,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,24,Chia Chu Chang,16-
1808,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",S,25,Seolbin Sim,13-
1809,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,1,Ramón Julian  Puigblanque,Top
1810,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,1,Adam Ondra,Top
1811,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,3,Gautier Supper,35
1812,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,4,Jakob Schubert,32
1813,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,5,Manuel Romain,31
1814,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,6,Klemen Becan,28+
1815,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,7,Thomas Tauporn,28-
1816,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,8,Jorg Verhoeven,27
1817,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,9,Jure Raztresen,27-
1818,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,10,Romain Desgranges,26-
1819,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,11,Akito Matsushima,26-
1820,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,12,Yuriy Dzyubyak,20-
1821,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,13,Hyunbin Min,20-
1822,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,14,Domen Skofic,18-
1823,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,15,Valeriy Kryukov,17
1824,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,16,Sangwon Son,15
1825,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,17,Mikhail Chernikov,15
1826,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,18,Sachi Amma,15
1827,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,19,Stefano Ghisolfi,15
1828,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,20,Masaki Shibata,15
1829,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,21,Magnus Högström,14-
1830,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,22,David Lama,12
1831,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,23,Kazuma Watanabe,12-
1832,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,24,Shinta Ozawa,12-
1833,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,25,Alexander Kalina,12-
1834,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),S,26,Patxi Usobiaga Lakunza,11
1835,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,1,Patxi,Top
1836,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,1,,Top
1837,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,3,,33-
1838,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,4,Ramón Julian,31+
1839,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,5,,29.5-
1840,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,5,,29.5-
1841,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,7,,28.5+
1842,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,7,,28.5+
1843,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,9,,28.5-
1844,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,9,,28.5-
1845,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,11,,28-
1846,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,12,,26-
1847,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,12,,26-
1848,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,12,,26-
1849,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,15,,25+
1850,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,16,,25-
1851,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,17,,23
1852,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,18,,23-
1853,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,19,,22-
1854,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,20,,22-
1855,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,21,,22-
1856,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,22,,21.5
1857,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,23,,21
1858,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,24,,21-
1859,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,25,,19-
1860,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",S,26,,16-
1861,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,1,Adam Ondra,Top
1862,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,1,Patxi Usobiaga Lakunza,Top
1863,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,3,Sachi Amma,48+
1864,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,4,Sean Mccoll,44-
1865,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,5,Ramón Julian  Puigblanque,42
1866,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,6,Thomas Tauporn,39+
1867,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,7,Magnus Midtboe,31
1868,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,8,Jakob Schubert,28
1869,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,9,Valeriy Kryukov,27-
1870,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,9,Tomás Mrázek,27-
1871,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,9,Jorg Verhoeven,27-
1872,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,12,Manuel Romain,27-
1873,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,13,Sangwon Son,27-
1874,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,14,Evgeny Ovchinnikov,26+
1875,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,15,Cesar Grosso,26
1876,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,16,Flavio Crespi,26-
1877,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,17,Eric Lopez Mateos,25+
1878,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,18,Klemen Becan,24+
1879,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,19,Mario Lechner,24-
1880,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,20,Marco Antonio Jubes Angarita,24-
1881,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,21,Emmanuel Lopez,23-
1882,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,22,Guillaume Glairon Mondet,21-
1883,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,23,Jihwan Park,20
1884,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,24,Mikhail Chernikov,20-
1885,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,25,Flavien Guerimand,18
1886,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),S,26,Felipe Camargo,18
1887,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,1,Adam Ondra,Top
1888,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,2,Jakob Schubert,40-
1889,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,3,Manuel Romain,37+
1890,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,4,Patxi Usobiaga Lakunza,33
1891,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,4,Sean Mccoll,33
1892,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,6,Sachi Amma,31-
1893,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,7,Klemen Becan,29
1894,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,8,Ramón Julian  Puigblanque,27
1895,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,9,Magnus Midtboe,27-
1896,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,10,Sangwon Son,26
1897,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,11,Jorg Verhoeven,26-
1898,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,12,David Lama,22-
1899,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,13,Mario Lechner,19+
1900,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,14,Gautier Supper,18.5
1901,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,15,Jan Hojer,17-
1902,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,16,Thomas Tauporn,16+
1903,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,17,Flavio Crespi,16+
1904,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,18,Mikhail Chernikov,16
1905,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,19,Max Rudigier,16
1906,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,20,Eric Lopez Mateos,16-
1907,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,21,Alexander Shoprin,14
1908,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,22,Anton Mardashov,14
1909,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,23,Tomás Mrázek,13-
1910,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,24,Stefan Danker,13-
1911,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,25,Marco Antonio Jubes Angarita,12
1912,2009,IFSC Climbing Worldcup (L) - Imst (AUT),S,26,Ivan Kaurov,11+
1913,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,1,,44-
1914,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,2,Patxi,43+
1915,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,3,,43
1916,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,4,,42-
1917,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,5,,41-
1918,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,6,Ramón Julian,41-
1919,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,7,,39+
1920,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,8,,39+
1921,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,9,,39
1922,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,10,Eduard,39
1923,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,11,,39-
1924,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,12,,36
1925,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,13,,33
1926,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,14,,33-
1927,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,15,,32+
1928,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,16,Victor,29+
1929,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,17,,27-
1930,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,18,,27-
1931,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,19,Marco Antonio,27-
1932,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,20,,27-
1933,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,21,,27-
1934,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,22,,27-
1935,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,23,,27-
1936,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,24,,26.5-
1937,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,25,,26+
1938,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),S,26,,26-
1939,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,1,Tomás Mrázek,37
1940,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,2,Ramón Julian  Puigblanque,37
1941,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,3,Thomas Tauporn,35-
1942,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,4,Patxi Usobiaga Lakunza,34+
1943,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,5,Manuel Romain,34
1944,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,6,Akito Matsushima,33
1945,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,7,Jakob Schubert,33-
1946,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,7,David Lama,33-
1947,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,9,Kazuma Watanabe,32-
1948,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,10,Mikhail Chernikov,31+
1949,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,11,Adam Ondra,31
1950,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,12,Gautier Supper,31
1951,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,13,Magnus Midtboe,30-
1952,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,14,Sachi Amma,28-
1953,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,14,Klemen Becan,28-
1954,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,16,Eduard Marin Garcia,28-
1955,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,17,Flavio Crespi,28-
1956,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,18,Martin Stranik,27+
1957,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,19,Alexander Shoprin,27-
1958,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,20,Romain Desgranges,26
1959,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,21,Max Rudigier,21+
1960,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,22,Matej Sova,21-
1961,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,23,Jure Becan,21-
1962,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,24,Evgenii Zazulin,21-
1963,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,25,Sangwon Son,21-
1964,2009,IFSC Climbing Worldcup (L) - Brno (CZE),S,26,Tatsumi Nitta,16-
1965,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,1,,Top
1966,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,2,,49-
1967,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,3,,46-
1968,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,3,Patxi,46-
1969,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,5,,44.5+
1970,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,6,,44.5-
1971,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,7,,44
1972,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,8,,44
