,Year,Competition,Round,Rank,Name,Result
293,2014,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",F,6,Akito Matsushima,22+
294,2014,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",F,7,Mario Lechner,20
295,2014,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",F,8,Gautier Supper,13
296,2014,IFSC Climbing Worldcup (L) - Inzai (JPN),F,1,Adam Ondra,49
297,2014,IFSC Climbing Worldcup (L) - Inzai (JPN),F,2,Sachi Amma,45+
298,2014,IFSC Climbing Worldcup (L) - Inzai (JPN),F,3,Domen Skofic,43+
299,2014,IFSC Climbing Worldcup (L) - Inzai (JPN),F,4,Jakob Schubert,43+
300,2014,IFSC Climbing Worldcup (L) - Inzai (JPN),F,5,Sean Mccoll,42
301,2014,IFSC Climbing Worldcup (L) - Inzai (JPN),F,6,Magnus Midtboe,17+
302,2014,IFSC Climbing Worldcup (L) - Inzai (JPN),F,7,Romain Desgranges,12+
303,2014,IFSC Climbing Worldcup (L) - Inzai (JPN),F,8,Gautier Supper,12
304,2014,IFSC Climbing Worldcup (L) - Kranj (SLO),F,1,Adam Ondra,44+
305,2014,IFSC Climbing Worldcup (L) - Kranj (SLO),F,2,Sean Mccoll,38
306,2014,IFSC Climbing Worldcup (L) - Kranj (SLO),F,3,Sachi Amma,37+
307,2014,IFSC Climbing Worldcup (L) - Kranj (SLO),F,4,Domen Skofic,33+
308,2014,IFSC Climbing Worldcup (L) - Kranj (SLO),F,5,Jakob Schubert,32+
309,2014,IFSC Climbing Worldcup (L) - Kranj (SLO),F,6,Stefano Ghisolfi,32+
310,2014,IFSC Climbing Worldcup (L) - Kranj (SLO),F,7,Romain Desgranges,30+
311,2014,IFSC Climbing Worldcup (L) - Kranj (SLO),F,8,Ramón Julian  Puigblanque,17+
312,2013,IFSC Climbing Worldcup (L) - Briançon (FRA),F,1,Ramón Julian  Puigblanque,47+
313,2013,IFSC Climbing Worldcup (L) - Briançon (FRA),F,2,Sachi Amma,46+
314,2013,IFSC Climbing Worldcup (L) - Briançon (FRA),F,3,Cédric Lachat,39+
315,2013,IFSC Climbing Worldcup (L) - Briançon (FRA),F,4,Domen Skofic,35+
316,2013,IFSC Climbing Worldcup (L) - Briançon (FRA),F,5,Manuel Romain,35
317,2013,IFSC Climbing Worldcup (L) - Briançon (FRA),F,6,Stefano Ghisolfi,33+
318,2013,IFSC Climbing Worldcup (L) - Briançon (FRA),F,7,Gautier Supper,32+
319,2013,IFSC Climbing Worldcup (L) - Briançon (FRA),F,8,Thomas Tauporn,32+
320,2013,IFSC Climbing Worldcup (L) - Imst (AUT),F,1,Sachi Amma,54+
321,2013,IFSC Climbing Worldcup (L) - Imst (AUT),F,2,Jakob Schubert,54+
322,2013,IFSC Climbing Worldcup (L) - Imst (AUT),F,3,Ramón Julian  Puigblanque,52+
323,2013,IFSC Climbing Worldcup (L) - Imst (AUT),F,4,Hyunbin Min,51+
324,2013,IFSC Climbing Worldcup (L) - Imst (AUT),F,5,Magnus Midtboe,44+
325,2013,IFSC Climbing Worldcup (L) - Imst (AUT),F,6,Thomas Ballet,41+
326,2013,IFSC Climbing Worldcup (L) - Imst (AUT),F,7,Gautier Supper,40
327,2013,IFSC Climbing Worldcup (L) - Imst (AUT),F,8,Romain Desgranges,35
328,2013,IFSC Climbing Worldcup (L) - Puurs (BEL),F,1,Jakob Schubert,44
329,2013,IFSC Climbing Worldcup (L) - Puurs (BEL),F,2,Sachi Amma,39+
330,2013,IFSC Climbing Worldcup (L) - Puurs (BEL),F,3,Sean Mccoll,39+
331,2013,IFSC Climbing Worldcup (L) - Puurs (BEL),F,4,Romain Desgranges,38
332,2013,IFSC Climbing Worldcup (L) - Puurs (BEL),F,5,Manuel Romain,33+
333,2013,IFSC Climbing Worldcup (L) - Puurs (BEL),F,6,Magnus Midtboe,30+
334,2013,IFSC Climbing Worldcup (L) - Puurs (BEL),F,7,Ramón Julian  Puigblanque,30+
335,2013,IFSC Climbing Worldcup (L) - Puurs (BEL),F,8,Hyunbin Min,30+
336,2013,IFSC Climbing Worldcup (L) - Puurs (BEL),F,9,Domen Skofic,30+
337,2013,"IFSC Climbing Worldcup (L,S) - Perm (RUS)",F,1,Ramón Julian  Puigblanque,45
338,2013,"IFSC Climbing Worldcup (L,S) - Perm (RUS)",F,2,Jakob Schubert,43+
339,2013,"IFSC Climbing Worldcup (L,S) - Perm (RUS)",F,3,Hyunbin Min,37+
340,2013,"IFSC Climbing Worldcup (L,S) - Perm (RUS)",F,4,Dmitrii Fakirianov,35+
341,2013,"IFSC Climbing Worldcup (L,S) - Perm (RUS)",F,5,Romain Desgranges,31
342,2013,"IFSC Climbing Worldcup (L,S) - Perm (RUS)",F,6,Gautier Supper,30+
343,2013,"IFSC Climbing Worldcup (L,S) - Perm (RUS)",F,7,Manuel Romain,27
344,2013,"IFSC Climbing Worldcup (L,S) - Perm (RUS)",F,8,Stefano Ghisolfi,23+
345,2013,"IFSC Climbing Worldcup (L,S) - Perm (RUS)",F,9,Domen Skofic,22
346,2013,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR)",F,1,Sachi Amma,46+
347,2013,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR)",F,2,Hyunbin Min,46+
348,2013,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR)",F,3,Sean Mccoll,45+
349,2013,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR)",F,4,Jakob Schubert,45+
350,2013,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR)",F,5,Romain Desgranges,45
351,2013,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR)",F,6,Domen Skofic,43+
352,2013,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR)",F,7,Manuel Romain,43+
353,2013,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR)",F,8,Stefano Ghisolfi,41+
354,2013,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",F,1,Sachi Amma,44+
355,2013,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",F,2,Sean Mccoll,43+
356,2013,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",F,3,Jakob Schubert,41+
357,2013,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",F,4,Romain Desgranges,41+
358,2013,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",F,5,Urban Primozic,40+
359,2013,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",F,6,Manuel Romain,38+
360,2013,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",F,7,Gautier Supper,38+
361,2013,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",F,8,Naoki Shimatani,29
362,2013,IFSC Climbing Worldcup (L) - Valence (FRA),F,1,Adam Ondra,39+
363,2013,IFSC Climbing Worldcup (L) - Valence (FRA),F,2,Sean Mccoll,34+
364,2013,IFSC Climbing Worldcup (L) - Valence (FRA),F,3,Gautier Supper,33+
365,2013,IFSC Climbing Worldcup (L) - Valence (FRA),F,4,Jakob Schubert,30+
366,2013,IFSC Climbing Worldcup (L) - Valence (FRA),F,5,Romain Desgranges,30
367,2013,IFSC Climbing Worldcup (L) - Valence (FRA),F,6,Sachi Amma,28+
368,2013,IFSC Climbing Worldcup (L) - Valence (FRA),F,7,Hyunbin Min,24+
369,2013,IFSC Climbing Worldcup (L) - Valence (FRA),F,8,Ramón Julian  Puigblanque,20
370,2013,IFSC Climbing Worldcup (L) - Kranj (SLO),F,1,Jakob Schubert,41+
371,2013,IFSC Climbing Worldcup (L) - Kranj (SLO),F,2,Adam Ondra,40+
372,2013,IFSC Climbing Worldcup (L) - Kranj (SLO),F,3,Sachi Amma,39
373,2013,IFSC Climbing Worldcup (L) - Kranj (SLO),F,4,Gautier Supper,38
374,2013,IFSC Climbing Worldcup (L) - Kranj (SLO),F,5,Hyunbin Min,36+
375,2013,IFSC Climbing Worldcup (L) - Kranj (SLO),F,6,Manuel Romain,35+
376,2013,IFSC Climbing Worldcup (L) - Kranj (SLO),F,7,Romain Desgranges,27.5+
377,2013,IFSC Climbing Worldcup (L) - Kranj (SLO),F,8,Ramón Julian  Puigblanque,24+
378,2012,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,1,Sachi Amma,43+
379,2012,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,2,Ramón Julian  Puigblanque,41+
380,2012,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,3,Sean Mccoll,40+
381,2012,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,4,Mikhail Chernikov,34+
382,2012,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,5,Magnus Midtboe,25+
383,2012,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,6,Thomas Ballet,25+
384,2012,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,7,Thomas Tauporn,20
385,2012,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,8,Romain Desgranges,8+
386,2012,IFSC Climbing Worldcup (L) - Briançon (FRA),F,1,Sachi Amma,53+
387,2012,IFSC Climbing Worldcup (L) - Briançon (FRA),F,2,Sean Mccoll,50+
388,2012,IFSC Climbing Worldcup (L) - Briançon (FRA),F,3,Jakob Schubert,49
389,2012,IFSC Climbing Worldcup (L) - Briançon (FRA),F,4,Magnus Midtboe,48+
390,2012,IFSC Climbing Worldcup (L) - Briançon (FRA),F,5,Romain Desgranges,44
391,2012,IFSC Climbing Worldcup (L) - Briançon (FRA),F,6,Stefano Ghisolfi,44
392,2012,IFSC Climbing Worldcup (L) - Briançon (FRA),F,7,Ramón Julian  Puigblanque,38+
393,2012,IFSC Climbing Worldcup (L) - Briançon (FRA),F,8,Hyunbin Min,15
394,2012,IFSC Climbing Worldcup (L) - Imst (AUT),F,1,Jorg Verhoeven,47+
395,2012,IFSC Climbing Worldcup (L) - Imst (AUT),F,2,Jakob Schubert,46+
396,2012,IFSC Climbing Worldcup (L) - Imst (AUT),F,3,Sachi Amma,46+
397,2012,IFSC Climbing Worldcup (L) - Imst (AUT),F,4,Magnus Midtboe,44.5+
398,2012,IFSC Climbing Worldcup (L) - Imst (AUT),F,5,Ramón Julian  Puigblanque,35+
399,2012,IFSC Climbing Worldcup (L) - Imst (AUT),F,6,Cédric Lachat,32+
400,2012,IFSC Climbing Worldcup (L) - Imst (AUT),F,7,Romain Desgranges,27+
401,2012,IFSC Climbing Worldcup (L) - Imst (AUT),F,8,Thomas Tauporn,27+
402,2012,IFSC Climbing Worldcup (L) - Puurs (BEL),F,1,Ramón Julian  Puigblanque,60+
403,2012,IFSC Climbing Worldcup (L) - Puurs (BEL),F,2,Cédric Lachat,57+
404,2012,IFSC Climbing Worldcup (L) - Puurs (BEL),F,3,Romain Desgranges,57+
405,2012,IFSC Climbing Worldcup (L) - Puurs (BEL),F,4,Sachi Amma,57+
406,2012,IFSC Climbing Worldcup (L) - Puurs (BEL),F,5,Sean Mccoll,55+
407,2012,IFSC Climbing Worldcup (L) - Puurs (BEL),F,6,Jorg Verhoeven,51+
408,2012,IFSC Climbing Worldcup (L) - Puurs (BEL),F,7,Mario Lechner,45
409,2012,IFSC Climbing Worldcup (L) - Atlanta (USA),F,1,Ramón Julian  Puigblanque,Top
410,2012,IFSC Climbing Worldcup (L) - Atlanta (USA),F,2,Jakob Schubert,Top
411,2012,IFSC Climbing Worldcup (L) - Atlanta (USA),F,3,Romain Desgranges,70+
412,2012,IFSC Climbing Worldcup (L) - Atlanta (USA),F,4,Sachi Amma,70+
413,2012,IFSC Climbing Worldcup (L) - Atlanta (USA),F,5,Jorg Verhoeven,66+
414,2012,IFSC Climbing Worldcup (L) - Atlanta (USA),F,6,Mario Lechner,66+
415,2012,IFSC Climbing Worldcup (L) - Atlanta (USA),F,7,Sean Mccoll,61+
416,2012,IFSC Climbing Worldcup (L) - Atlanta (USA),F,8,Domen Skofic,52
417,2012,"IFSC Climbing Worldcup (L,S) - Xining (CHN)",F,1,Sean Mccoll,38+
418,2012,"IFSC Climbing Worldcup (L,S) - Xining (CHN)",F,2,Jorg Verhoeven,33
419,2012,"IFSC Climbing Worldcup (L,S) - Xining (CHN)",F,3,Stefano Ghisolfi,32
420,2012,"IFSC Climbing Worldcup (L,S) - Xining (CHN)",F,4,Jakob Schubert,30+
421,2012,"IFSC Climbing Worldcup (L,S) - Xining (CHN)",F,5,Romain Desgranges,29
422,2012,"IFSC Climbing Worldcup (L,S) - Xining (CHN)",F,6,Hyunbin Min,26+
423,2012,"IFSC Climbing Worldcup (L,S) - Xining (CHN)",F,7,Mario Lechner,24
424,2012,"IFSC Climbing Worldcup (L,S) - Xining (CHN)",F,8,Manuel Romain,19+
425,2012,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR)",F,1,Hyunbin Min,33
426,2012,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR)",F,2,Sachi Amma,32+
427,2012,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR)",F,3,Sean Mccoll,29+
428,2012,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR)",F,4,Manuel Romain,26+
429,2012,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR)",F,5,Ramón Julian  Puigblanque,25+
430,2012,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR)",F,6,Jakob Schubert,23+
431,2012,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR)",F,7,Magnus Midtboe,23+
432,2012,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR)",F,8,Stefano Ghisolfi,20+
433,2012,IFSC Climbing Worldcup (L) - Inzai (JPN),F,1,Ramón Julian  Puigblanque,Top
434,2012,IFSC Climbing Worldcup (L) - Inzai (JPN),F,2,Jakob Schubert,Top
435,2012,IFSC Climbing Worldcup (L) - Inzai (JPN),F,3,Sachi Amma,Top
436,2012,IFSC Climbing Worldcup (L) - Inzai (JPN),F,4,Mario Lechner,Top
437,2012,IFSC Climbing Worldcup (L) - Inzai (JPN),F,5,Magnus Midtboe,Top
438,2012,IFSC Climbing Worldcup (L) - Inzai (JPN),F,6,Hyunbin Min,Top
439,2012,IFSC Climbing Worldcup (L) - Inzai (JPN),F,7,Sean Mccoll,Top
440,2012,IFSC Climbing Worldcup (L) - Inzai (JPN),F,8,Romain Desgranges,43
441,2012,IFSC Climbing Worldcup (L) - Kranj (SLO),F,1,Jakob Schubert,43+
442,2012,IFSC Climbing Worldcup (L) - Kranj (SLO),F,2,Sachi Amma,34
443,2012,IFSC Climbing Worldcup (L) - Kranj (SLO),F,3,Magnus Midtboe,33+
444,2012,IFSC Climbing Worldcup (L) - Kranj (SLO),F,4,Jorg Verhoeven,33+
445,2012,IFSC Climbing Worldcup (L) - Kranj (SLO),F,5,Thomas Ballet,27+
446,2012,IFSC Climbing Worldcup (L) - Kranj (SLO),F,6,Romain Desgranges,26+
447,2012,IFSC Climbing Worldcup (L) - Kranj (SLO),F,7,Ramón Julian  Puigblanque,22+
448,2012,IFSC Climbing Worldcup (L) - Kranj (SLO),F,8,Hyunbin Min,16+
449,2011,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,1,Jakob Schubert,Top
450,2011,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,2,Ramón Julian  Puigblanque,46+
451,2011,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,3,Magnus Midtboe,42-
452,2011,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,4,Sachi Amma,41
453,2011,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,5,Cédric Lachat,40-
454,2011,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,6,Romain Desgranges,38-
455,2011,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,7,Manuel Romain,38-
456,2011,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,8,Valeriy Kryukov,33
457,2011,IFSC Climbing Worldcup (L) - Briançon (FRA),F,1,Jakob Schubert,57-
458,2011,IFSC Climbing Worldcup (L) - Briançon (FRA),F,2,Manuel Romain,53
459,2011,IFSC Climbing Worldcup (L) - Briançon (FRA),F,3,Ramón Julian  Puigblanque,51
460,2011,IFSC Climbing Worldcup (L) - Briançon (FRA),F,4,Sachi Amma,50-
461,2011,IFSC Climbing Worldcup (L) - Briançon (FRA),F,5,Hyunbin Min,49-
462,2011,IFSC Climbing Worldcup (L) - Briançon (FRA),F,6,Jorg Verhoeven,49-
463,2011,IFSC Climbing Worldcup (L) - Briançon (FRA),F,7,Romain Desgranges,34
464,2011,IFSC Climbing Worldcup (L) - Briançon (FRA),F,8,Valeriy Kryukov,20-
465,2011,"IFSC Climbing Worldcup (L,S) - Xining (CHN)",F,1,Jakob Schubert,Top
466,2011,"IFSC Climbing Worldcup (L,S) - Xining (CHN)",F,2,Sachi Amma,Top
467,2011,"IFSC Climbing Worldcup (L,S) - Xining (CHN)",F,3,Manuel Romain,Top
468,2011,"IFSC Climbing Worldcup (L,S) - Xining (CHN)",F,4,Romain Desgranges,Top
469,2011,"IFSC Climbing Worldcup (L,S) - Xining (CHN)",F,5,Ramón Julian  Puigblanque,45-
470,2011,"IFSC Climbing Worldcup (L,S) - Xining (CHN)",F,6,Thomas Tauporn,42
471,2011,"IFSC Climbing Worldcup (L,S) - Xining (CHN)",F,7,Akito Matsushima,34-
472,2011,"IFSC Climbing Worldcup (L,S) - Xining (CHN)",F,8,Hyunbin Min,13
473,2011,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN)",F,1,Jakob Schubert,33
474,2011,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN)",F,2,Ramón Julian  Puigblanque,33-
475,2011,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN)",F,3,Sachi Amma,24+
476,2011,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN)",F,4,Thomas Tauporn,24+
477,2011,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN)",F,5,Manuel Romain,24-
478,2011,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN)",F,6,Hyunbin Min,24-
479,2011,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN)",F,7,Mario Lechner,13-
480,2011,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN)",F,8,Romain Desgranges,12
481,2011,IFSC Climbing Worldcup (L) - Puurs (BEL),F,1,Jakob Schubert,56-
482,2011,IFSC Climbing Worldcup (L) - Puurs (BEL),F,2,Sachi Amma,54+
483,2011,IFSC Climbing Worldcup (L) - Puurs (BEL),F,3,Ramón Julian  Puigblanque,52
484,2011,IFSC Climbing Worldcup (L) - Puurs (BEL),F,4,Manuel Romain,50+
485,2011,IFSC Climbing Worldcup (L) - Puurs (BEL),F,5,Magnus Midtboe,49-
486,2011,IFSC Climbing Worldcup (L) - Puurs (BEL),F,6,Sean Mccoll,45
487,2011,IFSC Climbing Worldcup (L) - Puurs (BEL),F,7,Jorg Verhoeven,41-
488,2011,IFSC Climbing Worldcup (L) - Puurs (BEL),F,8,Gautier Supper,37
489,2011,IFSC Climbing Worldcup (L) - Boulder (USA),F,1,Jakob Schubert,38-
490,2011,IFSC Climbing Worldcup (L) - Boulder (USA),F,2,Sachi Amma,34-
491,2011,IFSC Climbing Worldcup (L) - Boulder (USA),F,3,Romain Desgranges,34-
492,2011,IFSC Climbing Worldcup (L) - Boulder (USA),F,4,Manuel Romain,33+
493,2011,IFSC Climbing Worldcup (L) - Boulder (USA),F,5,Jorg Verhoeven,30
494,2011,IFSC Climbing Worldcup (L) - Boulder (USA),F,6,Matty Hong,29+
495,2011,IFSC Climbing Worldcup (L) - Boulder (USA),F,7,Sean Mccoll,18-
496,2011,IFSC Climbing Worldcup (L) - Boulder (USA),F,8,Ramón Julian  Puigblanque,17-
497,2011,IFSC Climbing Worldcup (L) - Amman (JOR),F,1,Jakob Schubert,48-
498,2011,IFSC Climbing Worldcup (L) - Amman (JOR),F,2,Ramón Julian  Puigblanque,47+
499,2011,IFSC Climbing Worldcup (L) - Amman (JOR),F,3,Manuel Romain,38-
500,2011,IFSC Climbing Worldcup (L) - Amman (JOR),F,4,Klemen Becan,37+
501,2011,IFSC Climbing Worldcup (L) - Amman (JOR),F,5,Romain Desgranges,35-
502,2011,IFSC Climbing Worldcup (L) - Amman (JOR),F,6,Stefano Ghisolfi,28+
503,2011,IFSC Climbing Worldcup (L) - Amman (JOR),F,7,Gautier Supper,28-
504,2011,IFSC Climbing Worldcup (L) - Amman (JOR),F,8,Jabee Kim,24-
505,2011,IFSC Climbing Worldcup (L) - Valence (FRA),F,1,Ramón Julian  Puigblanque,39-
506,2011,IFSC Climbing Worldcup (L) - Valence (FRA),F,2,Sean Mccoll,38-
507,2011,IFSC Climbing Worldcup (L) - Valence (FRA),F,3,Sachi Amma,32-
508,2011,IFSC Climbing Worldcup (L) - Valence (FRA),F,4,Thomas Tauporn,29+
509,2011,IFSC Climbing Worldcup (L) - Valence (FRA),F,5,Jakob Schubert,29
510,2011,IFSC Climbing Worldcup (L) - Valence (FRA),F,6,Manuel Romain,29-
511,2011,IFSC Climbing Worldcup (L) - Valence (FRA),F,7,Gautier Supper,29-
512,2011,IFSC Climbing Worldcup (L) - Valence (FRA),F,8,Romain Desgranges,29-
513,2011,IFSC Climbing Worldcup (L) - Kranj (SLO),F,1,Sean Mccoll,35+
514,2011,IFSC Climbing Worldcup (L) - Kranj (SLO),F,2,Sachi Amma,35
515,2011,IFSC Climbing Worldcup (L) - Kranj (SLO),F,3,Jakob Schubert,32-
516,2011,IFSC Climbing Worldcup (L) - Kranj (SLO),F,4,Romain Desgranges,31
517,2011,IFSC Climbing Worldcup (L) - Kranj (SLO),F,5,Urban Primozic,31-
518,2011,IFSC Climbing Worldcup (L) - Kranj (SLO),F,6,Jorg Verhoeven,30-
519,2011,IFSC Climbing Worldcup (L) - Kranj (SLO),F,7,Manuel Romain,30-
520,2011,IFSC Climbing Worldcup (L) - Kranj (SLO),F,8,Hyunbin Min,30-
521,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),F,1,Ramón Julian  Puigblanque,52
522,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),F,2,Jakob Schubert,52-
523,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),F,3,Sachi Amma,50-
524,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),F,4,Manuel Romain,48-
525,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),F,5,Sean Mccoll,45-
526,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),F,6,Thomas Tauporn,45-
527,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),F,7,Hyunbin Min,44+
528,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),F,8,Klemen Becan,43-
529,2011,IFSC Climbing Worldcup (L) - Barcelona (ESP),F,9,Dmitrii Fakirianov,41-
530,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,1,Ramón Julian,Top
531,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,2,Patxi,42-
532,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,3,,41+
533,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,4,,41-
534,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,5,,38-
535,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,6,,33+
536,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,7,,33
537,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,8,,32+
538,2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",F,9,,27
539,2010,"IFSC Climbing Worldcup (L, S) - Xining (CHN)",F,1,,32-
540,2010,"IFSC Climbing Worldcup (L, S) - Xining (CHN)",F,2,,32-
541,2010,"IFSC Climbing Worldcup (L, S) - Xining (CHN)",F,3,,23-
542,2010,"IFSC Climbing Worldcup (L, S) - Xining (CHN)",F,4,,22
543,2010,"IFSC Climbing Worldcup (L, S) - Xining (CHN)",F,5,,21
544,2010,"IFSC Climbing Worldcup (L, S) - Xining (CHN)",F,6,,21-
545,2010,"IFSC Climbing Worldcup (L, S) - Xining (CHN)",F,7,Patxi,16-
546,2010,"IFSC Climbing Worldcup (L, S) - Xining (CHN)",F,8,,15
547,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",F,1,Patxi Usobiaga Lakunza,44+
548,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",F,2,Ramón Julian  Puigblanque,40-
549,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",F,3,Sachi Amma,40-
550,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",F,4,Adam Ondra,40-
551,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",F,5,David Lama,37-
552,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",F,6,Jakob Schubert,36
553,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",F,7,Sangwon Son,36-
554,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",F,8,Hyunbin Min,32+
555,2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR)",F,9,Romain Desgranges,24+
556,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),F,1,Ramón Julian  Puigblanque,52-
557,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),F,2,Jakob Schubert,52-
558,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),F,3,Adam Ondra,49
559,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),F,4,Gautier Supper,42
560,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),F,5,Patxi Usobiaga Lakunza,41+
561,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),F,6,David Lama,37
562,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),F,7,Sachi Amma,37-
563,2010,IFSC Climbing Worldcup (L) - Puurs (BEL),F,8,Klemen Becan,28-
564,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",F,1,Jakob Schubert,34+
565,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",F,2,Manuel Romain,32-
566,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",F,3,Thomas Tauporn,26
567,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",F,4,Ramón Julian  Puigblanque,25
568,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",F,5,David Lama,25
569,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",F,6,Sachi Amma,25
570,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",F,7,Akito Matsushima,23
571,2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN)",F,8,Adam Ondra,19-
572,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),F,1,Ramón Julian  Puigblanque,Top
573,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),F,2,Adam Ondra,32
574,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),F,3,Jakob Schubert,31-
575,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),F,4,Gautier Supper,25-
576,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),F,5,Thomas Tauporn,25-
577,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),F,6,Jorg Verhoeven,24-
578,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),F,7,Manuel Romain,23
579,2010,IFSC Climbing Worldcup (L) - Kranj (SLO),F,8,Klemen Becan,20-
580,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",F,1,Patxi,48-
